Project,UserID,Protocol,Session,Station,Run,Subject,Time,Current State,Transition State,Transition Event,R Nose Enter,L Nose Enter,On1A3,Feeder Enter,R Nose Exit,L Nose Exit,Off1A3,Feeder Exit
,,FR1-cued-R,,6,,13,0.000,0,0,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,6,,13,0.005,0,1,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,6,,13,10.315,1,2,1,1,0,0,0,0,0,0,0
,,FR1-cued-R,,6,,13,10.335,2,3,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,6,,13,10.620,3,0,0,0,0,0,0,1,0,0,0
,,FR1-cued-R,,6,,13,15.805,3,4,4,0,0,0,1,0,0,0,0
,,FR1-cued-R,,6,,13,17.745,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,6,,13,17.930,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,6,,13,18.215,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,6,,13,18.240,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,6,,13,19.420,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,6,,13,19.510,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,6,,13,20.175,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,6,,13,24.265,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,6,,13,24.680,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,6,,13,25.805,4,1,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,6,,13,27.090,1,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,6,,13,27.135,1,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,6,,13,29.150,1,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,6,,13,30.175,1,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,6,,13,41.445,1,2,1,1,0,0,0,0,0,0,0
,,FR1-cued-R,,6,,13,41.465,2,3,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,6,,13,41.830,3,0,0,0,0,0,0,1,0,0,0
,,FR1-cued-R,,6,,13,45.370,3,4,4,0,0,0,1,0,0,0,0
,,FR1-cued-R,,6,,13,46.055,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,6,,13,55.370,4,1,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,6,,13,56.535,1,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,6,,13,58.785,1,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,6,,13,72.660,1,2,1,1,0,0,0,0,0,0,0
,,FR1-cued-R,,6,,13,72.680,2,3,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,6,,13,72.920,3,0,0,0,0,0,0,1,0,0,0
,,FR1-cued-R,,6,,13,74.585,3,4,4,0,0,0,1,0,0,0,0
,,FR1-cued-R,,6,,13,75.100,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,6,,13,76.905,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,6,,13,77.650,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,6,,13,84.585,4,1,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,6,,13,106.830,1,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,6,,13,107.131,1,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,6,,13,107.615,1,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,6,,13,107.705,1,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,6,,13,107.815,1,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,6,,13,108.055,1,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,6,,13,108.425,1,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,6,,13,109.065,1,0,0,0,0,0,0,0,0,0,1
