Project,UserID,Protocol,Session,Station,Run,Subject,Time,Current State,Transition State,Transition Event,R Nose Enter,L Nose Enter,On1A3,Feeder Enter,R Nose Exit,L Nose Exit,Off1A3,Feeder Exit
,,FR1-cued-R,,3,,2,0.000,0,0,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,0.005,0,1,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,4.240,1,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,4.325,1,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,4.465,1,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,4.825,1,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,13.420,1,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,21.125,1,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,21.345,1,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,40.790,1,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,41.030,1,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,46.430,1,2,1,1,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,46.450,2,3,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,46.670,3,0,0,0,0,0,0,1,0,0,0
,,FR1-cued-R,,3,,2,47.830,3,4,4,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,47.925,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,48.205,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,48.735,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,52.395,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,54.055,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,56.570,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,57.095,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,57.830,4,1,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,65.295,1,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,65.760,1,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,70.090,1,2,1,1,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,70.110,2,3,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,70.845,3,0,0,0,0,0,0,1,0,0,0
,,FR1-cued-R,,3,,2,73.310,3,4,4,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,81.520,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,81.655,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,81.945,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,82.695,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,83.310,4,1,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,84.935,1,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,85.000,1,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,85.010,1,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,85.475,1,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,88.435,1,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,89.515,1,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,93.775,1,2,1,1,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,93.796,2,3,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,93.841,3,0,0,0,0,0,0,1,0,0,0
,,FR1-cued-R,,3,,2,96.085,3,4,4,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,97.305,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,98.060,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,98.105,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,98.115,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,99.380,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,102.315,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,102.395,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,105.515,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,105.745,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,106.035,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,106.085,4,1,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,106.250,1,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,106.746,1,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,107.475,1,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,107.560,1,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,107.980,1,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,115.330,1,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,116.050,1,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,122.275,1,2,1,1,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,122.295,2,3,0,0,0,0,0,0,0,0,0
