Project,UserID,Protocol,Session,Station,Run,Subject,Time,Current State,Transition State,Transition Event,R Nose Enter,L Nose Enter,On1A3,Feeder Enter,R Nose Exit,L Nose Exit,Off1A3,Feeder Exit
,,FR1-cued-R,,6,,13,0.000,0,0,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,6,,13,0.005,0,1,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,6,,13,14.636,1,2,1,1,0,0,0,0,0,0,0
,,FR1-cued-R,,6,,13,14.660,2,3,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,6,,13,14.945,3,0,0,0,0,0,0,1,0,0,0
,,FR1-cued-R,,6,,13,15.825,3,4,4,0,0,0,1,0,0,0,0
,,FR1-cued-R,,6,,13,17.900,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,6,,13,25.825,4,1,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,6,,13,34.530,1,2,1,1,0,0,0,0,0,0,0
,,FR1-cued-R,,6,,13,34.550,2,3,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,6,,13,34.815,3,0,0,0,0,0,0,1,0,0,0
,,FR1-cued-R,,6,,13,36.026,3,4,4,0,0,0,1,0,0,0,0
,,FR1-cued-R,,6,,13,37.430,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,6,,13,46.026,4,1,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,6,,13,51.725,1,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,6,,13,52.155,1,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,6,,13,52.175,1,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,6,,13,53.560,1,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,6,,13,57.060,1,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,6,,13,57.295,1,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,6,,13,57.480,1,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,6,,13,58.720,1,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,6,,13,62.410,1,2,1,1,0,0,0,0,0,0,0
,,FR1-cued-R,,6,,13,62.430,2,3,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,6,,13,62.635,3,0,0,0,0,0,0,1,0,0,0
,,FR1-cued-R,,6,,13,63.566,3,4,4,0,0,0,1,0,0,0,0
,,FR1-cued-R,,6,,13,65.425,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,6,,13,65.480,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,6,,13,65.690,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,6,,13,65.775,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,6,,13,66.075,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,6,,13,66.155,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,6,,13,69.435,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,6,,13,69.480,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,6,,13,69.535,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,6,,13,69.560,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,6,,13,69.715,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,6,,13,71.655,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,6,,13,73.506,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,6,,13,73.566,4,1,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,6,,13,74.920,1,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,6,,13,75.425,1,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,6,,13,75.435,1,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,6,,13,75.735,1,0,0,0,0,0,0,0,0,0,1
