Project,UserID,Protocol,Session,Station,Run,Subject,Time,Current State,Transition State,Transition Event,R Nose Enter,L Nose Enter,On1A3,Feeder Enter,R Nose Exit,L Nose Exit,Off1A3,Feeder Exit
,,FR1-cued-R,,3,,2,0.000,0,0,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,0.005,0,1,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,3.015,1,2,1,1,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,3.035,2,3,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,3.191,3,0,0,0,0,0,0,1,0,0,0
,,FR1-cued-R,,3,,2,4.105,3,4,4,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,4.891,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,8.365,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,8.445,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,8.495,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,8.581,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,10.735,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,10.830,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,14.105,4,1,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,14.430,1,0,0,0,1,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,14.840,1,0,0,0,0,0,0,0,1,0,0
,,FR1-cued-R,,3,,2,15.555,1,2,1,1,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,15.575,2,3,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,15.625,3,0,0,0,0,0,0,1,0,0,0
,,FR1-cued-R,,3,,2,16.585,3,4,4,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,17.080,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,17.405,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,17.840,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,17.885,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,18.320,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,24.851,4,0,0,1,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,24.980,4,0,0,0,0,0,0,1,0,0,0
,,FR1-cued-R,,3,,2,26.585,4,1,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,29.300,1,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,29.555,1,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,31.480,1,2,1,1,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,31.500,2,3,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,31.730,3,0,0,0,0,0,0,1,0,0,0
,,FR1-cued-R,,3,,2,32.705,3,4,4,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,34.100,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,34.250,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,34.285,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,37.750,4,0,0,1,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,37.865,4,0,0,0,0,0,0,1,0,0,0
,,FR1-cued-R,,3,,2,40.780,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,40.960,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,41.035,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,41.250,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,42.705,4,1,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,43.230,1,0,0,0,1,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,43.331,1,0,0,0,0,0,0,0,1,0,0
,,FR1-cued-R,,3,,2,44.285,1,2,1,1,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,44.305,2,3,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,44.545,3,0,0,0,0,0,0,1,0,0,0
,,FR1-cued-R,,3,,2,45.330,3,4,4,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,52.815,4,0,0,1,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,53.295,4,0,0,0,0,0,0,1,0,0,0
,,FR1-cued-R,,3,,2,54.096,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,54.480,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,55.330,4,1,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,55.760,1,2,1,1,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,55.780,2,3,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,56.445,3,0,0,0,0,0,0,1,0,0,0
,,FR1-cued-R,,3,,2,57.725,3,4,4,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,58.855,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,58.995,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,59.035,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,59.060,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,59.130,4,0,0,0,0,0,0,0,0,0,1
