Project,UserID,Protocol,Session,Station,Run,Subject,Time,Current State,Transition State,Transition Event,R Nose Enter,L Nose Enter,On1A3,Feeder Enter,R Nose Exit,L Nose Exit,Off1A3,Feeder Exit
,,FR1-cued-R,,3,,2,0.000,0,0,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,0.005,0,1,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,0.320,1,0,0,0,0,0,0,0,1,0,0
,,FR1-cued-R,,3,,2,4.255,1,2,1,1,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,4.275,2,3,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,4.335,3,0,0,0,0,0,0,1,0,0,0
,,FR1-cued-R,,3,,2,5.150,3,4,4,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,6.720,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,11.505,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,11.680,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,14.606,4,0,0,0,1,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,14.645,4,0,0,0,0,0,0,0,1,0,0
,,FR1-cued-R,,3,,2,14.750,4,0,0,0,1,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,15.150,4,1,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,15.560,1,0,0,0,0,0,0,0,1,0,0
,,FR1-cued-R,,3,,2,17.405,1,2,1,1,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,17.425,2,3,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,17.480,3,0,0,0,0,0,0,1,0,0,0
,,FR1-cued-R,,3,,2,18.335,3,4,4,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,19.535,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,19.605,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,19.710,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,19.715,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,19.755,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,22.125,4,0,0,1,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,22.451,4,0,0,0,0,0,0,1,0,0,0
,,FR1-cued-R,,3,,2,26.990,4,0,0,0,1,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,27.570,4,0,0,0,0,0,0,0,1,0,0
,,FR1-cued-R,,3,,2,27.600,4,0,0,0,1,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,28.335,4,1,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,28.380,1,0,0,0,0,0,0,0,1,0,0
,,FR1-cued-R,,3,,2,28.400,1,0,0,0,1,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,28.780,1,0,0,0,0,0,0,0,1,0,0
,,FR1-cued-R,,3,,2,32.280,1,2,1,1,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,32.300,2,3,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,32.455,3,0,0,0,0,0,0,1,0,0,0
,,FR1-cued-R,,3,,2,33.320,3,4,4,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,35.010,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,37.570,4,0,0,1,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,38.245,4,0,0,0,0,0,0,1,0,0,0
,,FR1-cued-R,,3,,2,40.975,4,0,0,0,1,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,41.580,4,0,0,0,0,0,0,0,1,0,0
,,FR1-cued-R,,3,,2,41.625,4,0,0,0,1,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,42.325,4,0,0,0,0,0,0,0,1,0,0
,,FR1-cued-R,,3,,2,43.320,4,1,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,44.230,1,0,0,0,1,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,44.365,1,0,0,0,0,0,0,0,1,0,0
,,FR1-cued-R,,3,,2,46.350,1,2,1,1,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,46.370,2,3,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,46.460,3,0,0,0,0,0,0,1,0,0,0
,,FR1-cued-R,,3,,2,47.355,3,4,4,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,50.180,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,57.355,4,1,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,61.385,1,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,61.450,1,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,63.500,1,2,1,1,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,63.520,2,3,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,63.745,3,0,0,0,0,0,0,1,0,0,0
,,FR1-cued-R,,3,,2,64.560,3,4,4,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,66.180,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,66.365,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,66.406,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,67.120,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,67.360,4,0,0,0,0,0,0,0,0,0,1
