Project,UserID,Protocol,Session,Station,Run,Subject,Time,Current State,Transition State,Transition Event,R Nose Enter,L Nose Enter,On1A3,Feeder Enter,R Nose Exit,L Nose Exit,Off1A3,Feeder Exit
,,FR1-cued-L,,4,,19,0.000,0,0,0,0,0,0,0,0,0,0,0
,,FR1-cued-L,,4,,19,0.005,0,1,0,0,0,0,0,0,0,0,0
,,FR1-cued-L,,4,,19,0.255,1,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-L,,4,,19,9.965,1,2,2,0,1,0,0,0,0,0,0
,,FR1-cued-L,,4,,19,9.985,2,3,0,0,0,0,0,0,0,0,0
,,FR1-cued-L,,4,,19,10.080,3,0,0,0,0,0,0,0,1,0,0
,,FR1-cued-L,,4,,19,10.610,3,4,4,0,0,0,1,0,0,0,0
,,FR1-cued-L,,4,,19,10.660,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-L,,4,,19,10.735,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-L,,4,,19,12.045,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-L,,4,,19,12.070,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-L,,4,,19,12.145,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-L,,4,,19,20.611,4,1,0,0,0,0,0,0,0,0,0
,,FR1-cued-L,,4,,19,24.625,1,2,2,0,1,0,0,0,0,0,0
,,FR1-cued-L,,4,,19,24.645,2,3,0,0,0,0,0,0,0,0,0
,,FR1-cued-L,,4,,19,24.695,3,0,0,0,0,0,0,0,1,0,0
,,FR1-cued-L,,4,,19,25.276,3,0,0,0,1,0,0,0,0,0,0
,,FR1-cued-L,,4,,19,25.545,3,0,0,0,0,0,0,0,1,0,0
,,FR1-cued-L,,4,,19,25.770,3,0,0,0,1,0,0,0,0,0,0
,,FR1-cued-L,,4,,19,25.905,3,0,0,0,0,0,0,0,1,0,0
,,FR1-cued-L,,4,,19,26.110,3,0,0,0,1,0,0,0,0,0,0
,,FR1-cued-L,,4,,19,26.260,3,0,0,0,0,0,0,0,1,0,0
,,FR1-cued-L,,4,,19,26.950,3,0,0,0,1,0,0,0,0,0,0
,,FR1-cued-L,,4,,19,27.615,3,0,0,0,0,0,0,0,1,0,0
,,FR1-cued-L,,4,,19,29.755,3,4,4,0,0,0,1,0,0,0,0
,,FR1-cued-L,,4,,19,30.780,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-L,,4,,19,39.755,4,1,0,0,0,0,0,0,0,0,0
,,FR1-cued-L,,4,,19,41.735,1,2,2,0,1,0,0,0,0,0,0
,,FR1-cued-L,,4,,19,41.755,2,3,0,0,0,0,0,0,0,0,0
,,FR1-cued-L,,4,,19,41.930,3,0,0,0,0,0,0,0,1,0,0
,,FR1-cued-L,,4,,19,42.775,3,4,4,0,0,0,1,0,0,0,0
,,FR1-cued-L,,4,,19,43.540,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-L,,4,,19,43.555,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-L,,4,,19,44.095,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-L,,4,,19,44.100,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-L,,4,,19,45.975,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-L,,4,,19,46.480,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-L,,4,,19,46.795,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-L,,4,,19,48.065,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-L,,4,,19,48.940,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-L,,4,,19,49.345,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-L,,4,,19,49.660,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-L,,4,,19,52.776,4,1,0,0,0,0,0,0,0,0,0
,,FR1-cued-L,,4,,19,54.505,1,2,2,0,1,0,0,0,0,0,0
,,FR1-cued-L,,4,,19,54.525,2,3,0,0,0,0,0,0,0,0,0
,,FR1-cued-L,,4,,19,54.550,3,0,0,0,0,0,0,0,1,0,0
,,FR1-cued-L,,4,,19,55.225,3,4,4,0,0,0,1,0,0,0,0
,,FR1-cued-L,,4,,19,55.266,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-L,,4,,19,55.290,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-L,,4,,19,57.530,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-L,,4,,19,57.700,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-L,,4,,19,57.960,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-L,,4,,19,58.210,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-L,,4,,19,59.030,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-L,,4,,19,65.225,4,1,0,0,0,0,0,0,0,0,0
,,FR1-cued-L,,4,,19,67.195,1,2,2,0,1,0,0,0,0,0,0
,,FR1-cued-L,,4,,19,67.215,2,3,0,0,0,0,0,0,0,0,0
,,FR1-cued-L,,4,,19,67.355,3,0,0,0,0,0,0,0,1,0,0
,,FR1-cued-L,,4,,19,68.405,3,4,4,0,0,0,1,0,0,0,0
,,FR1-cued-L,,4,,19,70.491,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-L,,4,,19,71.790,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-L,,4,,19,74.975,4,0,0,0,0,0,0,0,0,0,1
