Project,UserID,Protocol,Session,Station,Run,Subject,Time,Current State,Transition State,Transition Event,R Nose Enter,L Nose Enter,On1A3,Feeder Enter,R Nose Exit,L Nose Exit,Off1A3,Feeder Exit
,,FR1-cued-R,,6,,13,0.000,0,0,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,6,,13,0.005,0,1,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,6,,13,4.635,1,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,6,,13,4.790,1,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,6,,13,4.820,1,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,6,,13,4.880,1,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,6,,13,18.660,1,0,0,0,1,0,0,0,0,0,0
,,FR1-cued-R,,6,,13,18.936,1,0,0,0,0,0,0,0,1,0,0
,,FR1-cued-R,,6,,13,20.100,1,0,0,0,1,0,0,0,0,0,0
,,FR1-cued-R,,6,,13,20.545,1,0,0,0,0,0,0,0,1,0,0
,,FR1-cued-R,,6,,13,21.265,1,2,1,1,0,0,0,0,0,0,0
,,FR1-cued-R,,6,,13,21.285,2,3,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,6,,13,21.325,3,0,0,0,0,0,0,1,0,0,0
,,FR1-cued-R,,6,,13,22.170,3,4,4,0,0,0,1,0,0,0,0
,,FR1-cued-R,,6,,13,22.230,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,6,,13,22.310,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,6,,13,24.590,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,6,,13,32.170,4,1,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,6,,13,35.720,1,2,1,1,0,0,0,0,0,0,0
,,FR1-cued-R,,6,,13,35.740,2,3,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,6,,13,36.035,3,0,0,0,0,0,0,1,0,0,0
,,FR1-cued-R,,6,,13,38.130,3,4,4,0,0,0,1,0,0,0,0
,,FR1-cued-R,,6,,13,38.170,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,6,,13,38.325,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,6,,13,39.190,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,6,,13,39.450,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,6,,13,40.010,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,6,,13,48.130,4,1,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,6,,13,48.960,1,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,6,,13,49.170,1,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,6,,13,49.560,1,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,6,,13,49.855,1,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,6,,13,49.945,1,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,6,,13,50.320,1,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,6,,13,64.115,1,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,6,,13,64.545,1,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,6,,13,64.735,1,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,6,,13,64.980,1,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,6,,13,68.890,1,2,1,1,0,0,0,0,0,0,0
,,FR1-cued-R,,6,,13,68.910,2,3,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,6,,13,69.196,3,0,0,0,0,0,0,1,0,0,0
,,FR1-cued-R,,6,,13,70.750,3,4,4,0,0,0,1,0,0,0,0
,,FR1-cued-R,,6,,13,71.585,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,6,,13,71.740,4,0,0,0,0,0,1,0,0,0,0
