Project,UserID,Protocol,Session,Station,Run,Subject,Time,Current State,Transition State,Transition Event,R Nose Enter,L Nose Enter,On1A3,Feeder Enter,R Nose Exit,L Nose Exit,Off1A3,Feeder Exit
,,FR1-cued-R,,3,,2,0.000,0,0,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,0.005,0,1,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,1.220,1,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,1.595,1,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,1.740,1,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,2.015,1,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,2.485,1,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,2.530,1,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,2.595,1,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,2.821,1,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,6.580,1,2,1,1,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,6.600,2,3,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,6.975,3,0,0,0,0,0,0,1,0,0,0
,,FR1-cued-R,,3,,2,8.295,3,4,4,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,9.730,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,12.310,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,12.585,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,18.295,4,1,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,19.010,1,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,19.515,1,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,20.730,1,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,20.845,1,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,23.135,1,2,1,1,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,23.155,2,3,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,23.320,3,0,0,0,0,0,0,1,0,0,0
,,FR1-cued-R,,3,,2,24.285,3,4,4,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,25.290,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,26.295,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,26.390,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,33.650,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,33.865,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,34.285,4,1,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,37.255,1,0,0,0,1,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,37.440,1,0,0,0,0,0,0,0,1,0,0
,,FR1-cued-R,,3,,2,37.915,1,2,1,1,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,37.935,2,3,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,38.050,3,0,0,0,0,0,0,1,0,0,0
,,FR1-cued-R,,3,,2,38.900,3,4,4,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,41.120,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,41.530,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,42.925,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,43.310,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,43.690,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,45.020,4,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,45.345,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,48.450,4,0,0,1,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,48.530,4,0,0,0,0,0,0,1,0,0,0
,,FR1-cued-R,,3,,2,48.900,4,1,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,49.970,1,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,50.185,1,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,50.190,1,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,50.230,1,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,50.305,1,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,50.550,1,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,51.985,1,2,1,1,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,52.005,2,3,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,52.145,3,0,0,0,0,0,0,1,0,0,0
,,FR1-cued-R,,3,,2,53.040,3,4,4,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,54.425,4,0,0,0,0,0,0,0,0,0,1
,,FR1-cued-R,,3,,2,57.870,4,0,0,1,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,58.030,4,0,0,0,0,0,0,1,0,0,0
,,FR1-cued-R,,3,,2,63.040,4,1,0,0,0,0,0,0,0,0,0
,,FR1-cued-R,,3,,2,72.580,1,0,0,0,0,0,1,0,0,0,0
,,FR1-cued-R,,3,,2,72.710,1,0,0,0,0,0,0,0,0,0,1
